x,y,category
0.092,1.432,0
0.6,-0.116,0
-0.404,0.808,0
-0.704,-1.792,0
-1.432,1.064,0
-0.732,-0.008,1
0.928,-1.664,1
-0.04,-1.012,0
-1.548,-0.48,0
0.308,-1.148,1
1.716,-1.264,0
1.568,1.8,1
1.956,-0.78,1
1.176,-0.932,1
-0.6,-1.072,0
-1.216,-0.344,0
0.04,-0.884,0
0.616,0.56,1
-0.796,-0.544,1
-0.98,-1.756,0
0.98,-0.684,0
-0.132,1.908,1
-0.592,0.624,0
0.944,-1.84,1
0.652,1.488,0
0.116,-1.552,1
-1.22,-1.748,1
1.868,-1.64,0
1.092,-0.792,1
1.376,0.144,0
-1.688,-0.372,0
0.148,-0.984,0
0.04,0.976,1
0.072,-1.168,1
1.568,0.856,0
-1.988,-0.392,0
0.68,1.324,0
0.128,-1.516,1
1.34,-1.168,0
1.832,-0.772,1
-0.7,-1.468,0
1.384,0.908,0
-0.092,0.992,0
0.24,-0.964,0
1.576,0.292,0
0.44,-0.368,0
-1.608,-0.444,0
-0.18,1.6,1
-0.632,1.32,1
-0.576,0.516,0
-1.792,-1.74,1
-1.776,-0.5,0
-0.688,0.224,0
-1.38,-0.404,0
-0.76,-1.812,0
-0.176,0.452,0
0.364,1.196,0
1.56,-0.888,1
0.752,-1.712,1
1.828,1.848,1
0.92,0.716,1
1.992,1.028,1
-0.336,-1.748,0
-0.084,0.94,0
0.78,-0.048,0
0.284,0.896,1
-1.84,0.32,1
-1.024,-0.072,0
-0.948,-1.82,0
1.644,1.356,1
-0.292,0.164,0
0.452,-0.02,0
-1.524,-0.56,0
-0.556,-0.528,1
0.404,-0.432,0
-1.384,1.064,0
0.56,-1.852,1
-0.44,0.036,0
0.476,1.712,0
0.452,-0.524,0
0.344,-1.704,1
-1.504,-1.78,1
0.476,-0.628,0
1.984,-0.548,1
1.54,-1.328,0
0.872,0.964,1
-1.112,1.788,0
-0.3,1.384,1
1.08,-0.92,1
-1.96,0.148,1
-0.216,-1.824,0
0.772,1.88,0
1.912,-0.852,1
1.192,0.74,0
-0.796,-0.692,1
0.556,1.332,0
1.08,1.352,1
1.208,-0.452,1
1.432,-0.28,1
-0.616,1.104,1
1.768,-1.612,0
-1.028,-0.036,0
-1.124,-1.92,1
0.004,-1.316,1
0.316,1.812,0
1.956,-1.024,0
0.284,-1.772,1
-0.992,-0.388,1
1.232,0.864,0
-1.768,-0.172,0
1.24,1.392,1
0.76,0.804,1
0.924,-1.592,1
-1.832,1.372,0
0.14,0.712,1
-1.892,-0.264,0
-1.364,0.532,1
0.408,-1.316,1
-1.88,-0.744,0
-0.176,1.028,1
-1.216,1.0,0
-1.408,1.588,0
0.0,-1.036,1
-1.688,1.332,0
1.748,1.82,1
-0.492,1.308,1
-1.368,-0.496,0
-1.88,-0.544,0
1.716,-1.328,0
1.036,1.428,1
1.672,0.412,0
1.092,-1.812,0
-1.848,-1.592,1
-0.092,1.672,1
1.416,1.136,1
-0.824,-0.176,1
-0.224,-0.584,1
0.068,-0.5,0
0.64,1.492,0
0.724,1.104,0
0.744,0.712,1
-0.38,1.992,1
0.748,-0.924,0
1.052,1.072,1
1.68,-1.672,0
0.768,-0.484,0
0.212,-1.576,1
0.148,1.448,0
0.656,0.808,1
-0.596,-0.504,1
1.816,-1.46,0
0.952,0.748,1
1.284,0.608,0
-1.82,1.084,0
-1.204,-0.008,0
0.156,0.152,1
-0.404,-1.188,0
-1.02,0.244,1
-0.136,-0.468,1
0.964,1.484,0
-0.272,-1.096,0
-0.388,0.692,0
-0.324,-0.424,1
-1.072,1.516,0
0.752,0.972,1
0.38,-1.916,1
0.24,0.404,1
1.54,-1.336,0
1.984,-1.344,0
-0.736,1.476,1
0.68,-1.244,1
-1.932,1.948,0
-1.028,-0.528,0
-0.272,-1.112,0
1.06,0.352,0
-0.252,-0.036,1
1.964,1.688,1
-1.936,0.52,1
1.92,-1.128,0
-0.404,0.932,0
-1.484,1.852,0
1.652,-1.204,0
1.716,-1.316,0
-0.72,-0.228,1
1.572,1.368,1
1.852,-0.712,1
1.68,-1.884,0
-0.768,1.876,1
-0.828,-1.972,0
0.708,1.768,0
-0.916,-1.636,0
-1.92,0.744,1
-1.592,-1.996,1
-0.844,0.844,0
1.724,0.08,0
-0.664,1.932,1
-1.748,-1.296,1
1.92,0.608,0
0.624,0.356,1
1.208,-0.68,1
-0.2,-0.56,1
0.804,1.58,0
0.068,-0.696,0
-1.952,1.616,0
1.776,0.812,0
1.356,-1.192,0
-1.476,-0.42,0
1.912,1.824,1
-0.452,0.284,0
0.712,-0.056,0
1.676,-1.792,0
-2.0,1.428,0
1.676,-1.348,0
-0.992,-0.524,1
0.148,1.768,0
0.796,0.096,1
-1.692,-0.9,0
-1.492,-1.084,1
0.236,-1.448,1
-1.636,1.588,0
1.576,1.612,1
-1.86,-1.568,1
0.268,0.1,1
1.58,-1.856,0
-1.012,-1.432,1
-1.38,-0.644,0
-1.164,1.28,0
0.596,-1.792,1
0.024,-1.92,1
0.352,1.008,0
1.624,1.996,1
-0.764,-0.86,1
0.744,-0.256,0
0.264,-1.812,1
-0.292,1.652,1
-0.652,1.708,1
1.088,-0.988,1
-0.096,1.12,1
0.388,1.476,0
-1.02,-0.84,0
1.396,1.844,1
0.38,1.58,0
1.004,1.848,1
-1.324,1.916,0
1.768,0.828,0
-1.9,-0.54,0
0.28,1.476,0
-1.596,1.132,0
-1.268,1.296,0
1.972,-0.848,1
-0.496,-0.908,1
0.256,1.492,0
-1.412,1.772,0
1.164,-1.18,0
-0.636,1.72,1
0.892,-2.0,1
1.136,0.072,0
1.268,-0.524,1
-0.152,0.472,0
-1.528,1.564,0
1.056,-1.732,0
-1.736,1.608,0
-1.908,0.452,1
-1.952,-0.444,0
0.88,-1.832,1
0.792,-1.904,1
-1.052,-0.608,0
0.304,1.752,0
1.264,0.556,0
1.888,1.44,1
0.124,-0.504,0
1.344,0.84,0
0.668,-0.096,0
-1.96,1.14,0
0.576,1.796,0
0.152,0.348,1
-1.796,-1.716,1
-0.22,1.988,1
1.296,1.24,1
-1.808,-0.684,0
-1.372,-0.092,0
-0.936,-1.788,0
-1.784,0.308,1
0.472,1.272,0
1.252,1.044,1
-0.324,1.612,1
1.244,1.068,1
0.008,-0.092,0
-0.332,-0.424,1
-1.092,0.2,1
-1.08,-1.444,1
1.22,0.304,0
1.052,-1.844,0
-1.58,1.612,0
1.104,-1.604,0
-1.7,-0.904,0
-1.036,-0.776,0
1.232,-1.46,0
1.328,0.108,0
1.296,0.864,0
-0.776,1.692,1
-0.544,1.16,1
-1.364,0.92,1
0.6,-1.888,1
0.224,-1.724,1
1.008,-0.652,1
1.612,1.472,1
0.504,1.16,0
1.492,-0.904,1
1.932,-0.244,1
1.696,-0.188,1
0.308,1.088,0
1.832,-0.072,1
-0.788,0.224,0
0.016,-1.26,1
1.316,-0.868,1
-1.708,-0.752,0
-0.968,1.324,1
1.32,1.904,1
0.644,-0.332,0
0.672,-0.336,0
-0.092,-0.232,1
0.072,-1.58,1
1.364,-1.004,0
1.748,-0.488,1
-1.32,1.072,0
-0.192,-1.592,0
0.696,0.416,1
-0.412,-0.544,1
1.888,1.62,1
0.404,1.132,0
-0.92,0.46,0
-1.284,-1.82,1
0.024,0.024,1
-0.732,-1.12,0
-1.068,1.096,0
-0.296,1.048,1
-0.504,-1.512,0
1.524,-0.72,1
-0.272,-0.992,1
0.332,0.516,1
0.372,-1.536,1
-0.328,-1.58,0
-0.368,-0.436,1
-0.8,1.096,1
1.444,-1.76,0
-1.62,1.508,0
1.504,1.792,1
-1.468,-1.344,1
0.608,0.992,1
0.024,1.508,0
-1.648,1.004,0
0.644,1.16,0
1.396,0.896,0
0.076,1.724,0
0.848,-1.816,1
-1.948,0.988,1
1.86,-1.828,0
0.064,0.108,1
0.38,-1.172,1
1.132,0.936,0
1.672,1.904,1
0.188,-0.236,0
1.112,-0.768,1
0.436,-1.672,1
-1.152,-1.328,1
-0.144,0.784,0
-0.504,1.704,1
-1.552,-1.136,1
-1.596,1.836,0
-0.704,-0.036,1
-1.48,-1.404,1
1.608,1.928,1
0.828,1.216,0
1.896,-0.444,1
-0.632,-1.744,0
-1.1,1.228,0
-1.696,-1.192,1
-1.112,-0.304,0
0.132,-1.592,1
-1.116,0.144,1
-0.852,1.24,1
-0.02,-1.548,0
0.196,0.724,1
-1.0,-0.208,1
-1.072,0.404,1
-0.304,0.176,0
0.496,-0.164,0
1.028,0.884,0
-1.4,-1.428,1
-0.976,0.636,0
1.228,0.896,0
1.82,-1.952,0
-0.292,-1.656,0
0.42,1.388,0
0.556,1.62,0
-1.388,-0.956,0
1.316,1.096,1
-0.08,0.252,0
0.028,0.188,1
1.432,0.184,0
1.244,-0.084,1
-0.836,1.94,1
-1.768,1.196,0
1.64,-0.504,1
0.192,-0.88,0
-1.808,1.048,0
1.728,-1.568,0
-0.512,-0.696,1
1.236,1.02,1
0.996,-0.244,0
0.784,0.82,1
-0.448,-0.028,1
1.224,0.48,0
1.18,-1.856,0
1.772,1.708,1
1.736,1.96,1
0.468,-1.28,1
0.26,-1.664,1
1.468,1.428,1
1.504,0.544,0
-0.608,-1.528,0
-1.648,1.896,0
-1.756,0.48,1
-1.016,-0.156,0
0.604,0.688,1
0.492,-1.372,1
0.884,-0.64,0
0.884,-1.86,1
-1.58,-0.744,0
-0.764,-0.544,1
1.296,0.64,0
-1.004,1.856,0
-1.236,1.028,0
-1.664,1.292,0
0.032,-0.296,0
1.92,0.292,0
-0.528,-0.668,1
1.084,-0.344,1
-1.36,-1.232,1
0.544,0.424,1
-1.6,1.416,0
1.96,-1.924,0
1.064,0.068,0
1.74,0.28,0
1.448,-0.936,1
-1.0,-1.584,0
1.404,-1.228,0
-0.432,0.756,0
-0.84,1.12,1
0.784,-1.436,1
0.264,-1.444,1
-1.068,-1.14,1
0.988,1.248,0
1.28,1.836,1
1.012,-0.652,1
0.408,-1.8,1
-1.72,0.616,1
0.232,-1.94,1
-1.568,0.8,1
1.056,0.3,0
-1.448,-0.036,0
1.764,0.108,0
0.272,-1.348,1
0.06,1.96,0
0.924,-0.644,0
0.216,0.152,1
1.848,-1.664,0
-1.668,-1.944,1
1.72,-0.816,1
-1.732,0.388,1
0.572,0.248,1
-1.0,1.636,1
1.236,-0.024,1
-0.7,-0.244,1
-0.88,1.392,1
-0.516,0.584,0
-0.692,-1.964,0
0.372,0.236,1
0.92,1.04,0
1.32,-0.696,1
0.568,0.12,1
1.616,-1.444,0
1.096,-0.884,1
-0.044,0.032,0
-0.016,0.608,0
1.736,1.656,1
-1.656,0.752,1
-0.8,-0.832,1
-0.044,1.184,1
1.46,-0.612,1
-1.028,-0.548,0
1.788,1.3,1
0.172,1.38,0
0.608,1.36,0
1.484,0.648,0
1.82,-0.36,1
-1.072,0.092,1
-1.216,1.972,0
-0.16,1.956,1
-0.548,-1.444,0
-1.924,0.256,1
0.596,0.58,1
-0.168,-1.328,0
0.948,-1.548,1
-0.472,-1.464,0
-0.648,0.104,0
1.6,-0.712,1
-0.924,0.444,0
1.088,-1.96,0
0.088,-0.076,0
-0.54,-0.204,1
1.176,0.74,0
-1.236,-1.444,1
0.432,0.852,1
-0.304,0.588,0
0.036,-0.956,0
-0.02,-0.96,1
-1.732,-1.108,1
1.84,-1.608,0
-0.496,-1.84,0
0.52,0.02,1
0.924,-1.716,1
-0.132,1.468,1
-1.472,1.088,0
-0.016,-0.316,1
1.696,-0.728,1
-0.492,-1.864,0
0.868,1.84,0
0.888,-0.092,0
1.384,0.884,0
-0.736,-0.372,1
1.108,1.116,1
0.332,-1.104,1
1.384,1.772,1
1.232,-1.712,0
-1.328,-0.412,0
-0.884,-0.524,1
-1.2,0.068,1
0.76,0.6,1
-1.272,-0.98,0
-0.492,0.636,0
0.764,0.172,1
0.856,-1.596,1
-1.544,-0.124,0
1.312,0.356,0
-1.648,1.584,0
-1.756,0.692,1
-1.696,-0.408,0
-0.72,-1.172,0
1.856,1.176,1
-1.092,1.5,0
-0.7,-0.416,1
-1.652,1.436,0
1.848,-0.788,1
-0.836,-1.268,0
1.644,1.584,1
1.864,-1.188,0
-1.316,-1.148,1
0.556,0.432,1
-1.808,-0.436,0
-0.332,1.436,1
1.62,1.64,1
0.064,0.18,1
0.756,0.78,1
0.536,0.98,1
-0.504,1.316,1
-0.812,1.724,1
1.148,-1.492,0
-0.32,-0.236,1
-1.076,-1.54,1
1.86,0.252,0
-0.504,-0.052,1
0.664,1.596,0
1.032,0.372,0
1.46,-0.404,1
-0.54,0.112,0
-1.388,-0.712,0
1.808,1.116,1
1.628,1.056,1
0.492,-1.948,1
0.856,-0.048,0
-1.336,1.468,0
-1.668,-0.3,0
-0.432,0.104,0
-0.732,1.668,1
1.088,-1.224,0
-1.44,-0.064,0
0.804,1.868,0
-0.392,-1.368,0
-0.756,0.1,0
-1.688,-0.084,0
-1.368,-1.772,1
-1.392,-1.572,1
-0.02,0.776,0
-0.704,1.344,1
1.252,-1.784,0
-1.888,0.58,1
-0.508,-1.12,0
0.868,-0.032,0
-1.536,-0.916,0
1.512,-1.812,0
-0.024,-0.632,1
1.588,-0.892,1
0.084,0.136,1
0.748,0.528,1
-0.472,-0.748,1
0.072,-0.144,0
1.384,-1.42,0
-1.776,-1.576,1
-0.588,0.06,0
-0.78,-1.98,0
1.084,-0.228,1
-0.936,-0.384,1
-0.096,0.44,0
0.372,1.424,0
0.456,1.6,0
-1.156,1.66,0
1.48,1.164,1
-1.068,-0.664,0
-0.988,1.168,1
0.296,0.1,1
0.128,-0.932,0
1.648,0.464,0
0.476,0.292,1
-1.956,-0.004,0
-1.456,0.708,1
-0.04,0.948,0
-1.04,0.98,1
-1.872,0.116,1
-0.452,1.916,1
-0.196,0.032,0
-0.692,-0.748,1
-0.588,1.904,1
-0.132,1.088,1
0.48,0.06,1
1.936,0.684,0
-0.704,-1.516,0
0.86,0.676,1
0.94,-1.7,1
0.844,0.476,1
-0.216,1.464,1
-1.792,1.168,0
-1.612,-0.58,0
-1.552,-0.356,0
-1.664,-0.536,0
-0.124,-1.264,0
0.632,0.92,1
1.84,-2.0,0
0.344,-0.34,0
0.356,-1.656,1
-1.54,1.856,0
1.548,1.788,1
1.884,0.852,0
0.516,0.692,1
-1.168,0.388,1
-0.468,-1.148,0
-1.736,-1.032,1
-0.496,1.508,1
0.96,0.716,1
1.692,1.304,1
0.188,-1.576,1
0.376,-0.116,0
1.548,1.66,1
-1.164,-1.348,1
-1.764,0.836,1
0.76,-0.076,0
0.772,-1.748,1
1.356,-0.856,1
-1.772,0.184,1
1.148,-1.672,0
1.56,-0.232,1
-1.7,0.26,1
0.236,0.992,1
-0.788,-0.712,1
-0.912,1.2,1
1.288,0.932,0
-0.364,-0.44,1
1.7,0.596,0
-1.34,-0.108,0
-1.348,1.36,0
-1.164,1.36,0
0.188,-1.572,1
0.88,-1.468,1
-1.7,1.672,0
-1.716,-0.236,0
-0.228,1.7,1
0.984,1.924,0
1.964,-0.58,1
-0.724,1.204,1
0.848,0.968,1
-1.888,-0.72,0
-0.588,0.672,0
0.832,0.312,1
1.716,-0.776,1
-0.476,-1.76,0
-0.984,1.988,1
-0.244,-1.824,0
-1.932,1.328,0
1.66,0.788,0
0.116,0.312,1
1.78,-0.46,1
-1.768,-1.796,1
-1.812,-1.66,1
1.932,1.556,1
-0.492,1.94,1
-1.564,1.532,0
0.196,-1.772,1
1.828,-1.0,1
0.124,1.248,0
1.592,1.512,1
-0.06,1.024,1
-0.628,-0.656,1
1.444,0.604,0
-0.216,-1.616,0
1.28,-1.092,0
-1.712,1.336,0
0.996,-0.908,0
-1.884,-1.12,1
-1.816,-0.472,0
-0.988,-1.672,0
1.532,1.9,1
-0.76,-0.34,1
-1.924,-0.792,0
-0.88,1.6,1
1.836,0.372,0
0.708,0.276,1
0.828,-1.668,1
0.044,-1.336,1
-1.152,0.804,1
1.312,-1.708,0
0.144,0.808,1
-1.328,-1.216,1
-1.864,0.384,1
0.196,-1.448,1
0.672,1.696,0
1.664,0.184,0
1.232,-0.992,1
1.656,1.692,1
0.464,0.192,1
-0.972,0.164,0
0.868,-1.092,1
0.404,-0.516,0
1.508,-0.94,1
-0.316,0.572,0
-0.996,-0.26,1
1.464,0.34,0
-0.352,1.032,1
-1.112,0.18,1
0.376,-0.796,0
-0.86,-0.052,1
-1.144,0.072,1
-1.028,-0.216,0
-0.188,0.62,0
-1.576,-1.524,1
-1.144,1.592,0
1.904,-0.552,1
1.972,-0.84,1
0.424,-0.496,0
0.408,0.284,1
-1.112,-1.1,1
1.636,-1.968,0
-1.584,1.4,0
0.48,-1.752,1
-1.028,-0.124,0
-0.4,-1.948,0
1.332,-0.072,1
-0.496,0.324,0
0.372,-0.372,0
0.6,-1.48,1
-0.996,1.924,1
1.632,-0.788,1
1.312,-0.92,1
0.064,0.412,1
-0.192,-1.152,0
1.384,1.044,1
1.648,0.408,0
-0.632,0.692,0
-1.636,1.412,0
0.816,1.264,0
1.392,-0.08,1
1.076,-1.392,0
-0.808,-1.528,0
-1.752,1.044,0
1.2,-1.36,0
-1.496,-1.572,1
-1.628,1.708,0
-0.296,1.848,1
1.368,1.552,1
1.984,1.164,1
-2.0,1.644,0
0.344,1.648,0
-1.868,0.16,1
1.012,-1.412,0
-1.768,1.732,0
0.08,0.02,1
-1.092,1.668,0
-1.52,-0.232,0
-1.94,-1.392,1
-0.156,1.316,1
-1.896,-1.828,1
0.916,0.988,1
1.972,-0.016,1
-1.704,-0.844,0
1.972,0.536,0
1.396,-0.088,1
-0.988,1.108,1
-1.48,1.396,0
-1.056,0.904,1
0.256,1.228,0
-1.444,-1.68,1
-0.124,-0.236,1
1.592,0.944,0
-1.124,-0.736,0
-1.348,-0.5,0
-0.804,1.332,1
-1.332,1.844,0
-1.508,1.472,0
1.904,1.912,1
-0.428,0.612,0
-1.84,-1.336,1
1.412,1.144,1
-0.54,0.252,0
-1.848,1.52,0
-0.372,-1.624,0
-1.4,0.272,1
1.632,1.78,1
-1.424,0.544,1
0.672,0.948,1
1.004,1.076,1
1.656,0.808,0
0.024,1.92,0
1.448,-1.568,0
1.08,0.832,0
-0.408,1.812,1
-1.628,0.848,1
1.732,-1.776,0
0.252,1.88,0
1.2,-1.996,0
0.088,0.132,1
-1.368,1.096,0
0.32,1.072,0
-0.004,-0.48,1
0.36,0.66,1
-0.848,-1.384,0
-1.532,1.112,0
0.284,0.576,1
0.456,1.444,0
0.028,-1.18,1
-0.96,1.876,1
1.472,1.708,1
-1.684,-1.692,1
-1.208,-0.368,0
1.34,-0.684,1
-1.18,-0.88,0
0.536,0.372,1
-0.932,0.508,0
-1.796,-0.936,0
-1.212,1.624,0
-0.52,-0.116,1
1.824,-1.62,0
1.232,1.768,1
-1.792,1.892,0
1.892,-1.08,0
1.792,0.536,0
-0.528,0.212,0
-1.876,1.944,0
-0.292,-1.784,0
0.392,1.488,0
1.944,0.672,0
-1.644,1.4,0
0.548,-0.648,0
0.58,-0.916,0
-0.904,1.952,1
-1.74,-0.248,0
-1.216,-0.512,0
-0.196,-1.808,0
1.78,-0.56,1
-1.892,1.792,0
0.296,1.624,0
-0.188,-0.428,1
-0.892,-0.224,1
1.668,-0.908,1
0.012,0.148,1
1.94,0.912,0
1.604,-1.964,0
-1.784,0.428,1
0.656,-1.576,1
-0.848,-1.336,0
0.232,-0.872,0
1.472,1.412,1
0.56,1.444,0
-0.244,1.42,1
-0.228,-0.936,1
-0.848,0.084,0
1.652,-0.916,1
-0.512,1.576,1
-0.308,-0.924,1
-0.44,0.412,0
1.712,0.596,0
1.452,0.98,0
0.44,-1.228,1
-1.0,-0.54,1
-0.92,0.732,0
1.552,-1.412,0
-0.428,1.98,1
-1.624,-1.188,1
0.948,-0.72,0
-0.088,0.904,0
1.032,-0.148,1
-0.152,0.668,0
1.48,-1.14,0
-0.012,1.196,1
-1.956,1.42,0
1.904,1.616,1
-0.288,1.504,1
-1.412,0.104,1
0.06,1.8,0
-1.228,0.42,1
-1.584,-0.896,0
0.18,1.356,0
0.788,1.116,0
-1.824,0.116,1
-1.124,-1.092,1
0.02,-0.5,0
-1.372,-0.388,0
-1.528,-1.344,1
0.804,-1.964,1
1.164,1.888,1
0.172,1.056,0
-0.516,-1.836,0
1.504,0.052,0
0.044,-0.244,0
1.18,0.364,0
0.592,0.704,1
-1.92,1.908,0
-1.412,-0.756,0
0.716,1.6,0
1.824,-0.528,1
1.94,0.92,0
0.912,0.092,1
-0.328,-0.216,1
1.828,0.796,0
-0.472,0.468,0
0.796,-0.836,0
-0.54,-0.208,1
-0.38,1.252,1
-0.908,1.16,1
1.096,-0.04,1
-1.928,-0.428,0
-0.772,-0.344,1
-0.416,-1.024,0
-0.532,1.328,1
-1.756,-0.344,0
1.104,0.264,0
-0.052,-1.08,0
1.136,0.356,0
-1.028,-1.284,1
-0.656,-1.94,0
0.66,0.088,1
-0.308,-1.844,0
-1.488,1.0,0
1.872,-0.352,1
-0.476,-1.444,0
-0.288,1.404,1
-1.512,1.58,0
-1.44,0.012,1
-0.344,-1.7,0
1.804,0.48,0
-1.44,-1.396,1
-0.164,1.464,1
-0.724,1.512,1
0.58,0.92,1
-1.224,-0.452,0
0.308,-0.836,0
1.9,-1.94,0
0.588,-1.856,1
0.388,-1.6,1
-0.484,0.012,0
1.372,-1.952,0
-0.284,-0.404,1
1.78,-1.172,0
1.164,-0.048,1
0.944,0.444,1
0.948,1.876,0
0.016,0.52,1
-0.62,1.028,1
0.668,0.012,1
-1.448,1.1,0
-0.772,-0.688,1
1.012,1.044,1
0.34,0.876,1
1.2,-0.98,1
-0.476,1.516,1
1.5,1.272,1
-0.648,1.42,1
1.156,0.416,0
-0.32,1.3,1
-1.452,-0.64,0
-0.772,1.14,1
1.52,-0.568,1
-1.808,0.42,1
-1.716,-0.052,0
0.932,-1.648,1
-1.256,-1.756,1
0.2,1.128,0
-0.568,-0.736,1
-1.636,0.192,1
-1.672,-0.424,0
0.912,-1.748,1
-0.056,-0.628,1
1.544,-1.332,0
-1.2,0.964,1
-0.66,0.512,0
-0.4,-0.292,1
-0.052,-1.96,0
-0.028,-1.864,0
0.464,-0.776,0
0.164,0.712,1
0.032,-0.524,0
-0.936,-1.068,0
1.792,0.14,0
-0.08,-0.028,1
0.724,0.184,1
-1.788,-0.284,0
0.692,1.724,0
1.484,0.704,0
0.516,1.084,0
0.304,0.02,1
1.348,0.42,0
-1.508,0.984,1
-1.236,1.456,0
-0.916,0.12,0
-1.748,0.664,1
-0.636,1.644,1
-1.6,0.212,1
1.952,1.468,1
-0.584,1.608,1
1.604,-0.48,1
-0.668,1.844,1
0.44,-1.212,1
1.78,0.964,0
1.672,-1.764,0
0.924,1.264,0
-1.392,0.688,1
-1.712,1.704,0
-0.256,1.5,1
-0.304,-1.364,0
0.264,1.876,0
-0.112,0.384,0
-0.584,-0.92,1
-0.052,0.14,0
-1.368,-0.552,0
-0.24,-0.772,1
1.024,-1.452,0
-1.088,0.1,1
-0.188,1.224,1
-0.344,-0.036,1
0.444,1.688,0
1.488,-1.652,0
1.884,0.224,0
1.984,1.492,1
1.26,-1.236,0
0.812,-0.012,0
-0.896,-0.956,1
-1.308,-1.548,1
-1.98,-2.0,1
0.176,1.776,0
-1.42,1.396,0
-0.176,-1.036,0
1.988,0.276,0
-0.304,-1.996,0
1.184,0.78,0
0.884,-0.5,0
1.464,1.948,1
1.772,-0.308,1
0.28,0.508,1
-1.58,-0.1,0
-1.588,1.42,0
-1.02,0.056,1
-1.148,-0.476,0
-1.948,-1.656,1
1.632,-0.324,1
-0.512,0.828,0
0.52,-0.82,0
0.724,0.436,1
1.824,-1.372,0
0.7,0.34,1
-1.152,1.372,0
1.152,0.168,0
-0.956,1.632,1
-1.364,0.64,1
0.996,1.54,0
1.18,0.48,0
0.064,-0.764,0
-0.676,0.6,0
-0.772,-1.472,0
1.42,1.036,1
-1.032,1.76,0
-0.616,0.796,0
1.252,-1.368,0
-1.708,0.3,1
0.864,0.348,1
0.932,0.756,1
1.848,-0.124,1
0.152,0.568,1
0.284,1.432,0
-0.724,1.744,1
-0.288,1.896,1
-0.172,-0.924,1
-1.084,-0.532,0
0.72,1.308,0
1.284,-1.924,0
-1.8,-0.384,0
0.772,0.5,1
1.324,-0.304,1
-0.904,-0.056,1
1.676,0.54,0
-0.912,1.824,1
0.192,-1.408,1
0.944,0.644,1
-0.388,-1.268,0
0.776,0.432,1
-0.236,-1.18,0
1.732,1.748,1
1.776,-0.472,1
-1.256,-1.904,1
-0.872,1.036,1
-1.548,1.388,0
-1.224,-1.552,1
-1.024,0.796,1
0.588,-0.544,0
-1.292,0.892,1
-0.832,1.524,1
-1.328,0.868,1
0.176,0.3,1
1.732,0.188,0
-0.54,1.088,1
0.356,-0.732,0
-1.9,-1.272,1
-1.24,-1.28,1
1.376,-1.056,0
1.9,1.352,1
0.936,1.948,0
-0.804,-0.088,1
1.14,0.124,0
1.536,0.624,0
-1.352,0.492,1
-0.044,1.028,1
1.924,-1.64,0
-1.428,-1.932,1
-1.752,1.132,0
-0.584,1.448,1
-1.94,1.624,0
1.548,-1.524,0
1.64,-1.928,0
-0.832,1.884,1
1.04,-0.016,1
1.308,0.916,0
-1.668,1.66,0
0.116,-0.06,0
0.376,-0.72,0
1.156,-0.008,1
-1.972,0.716,1
-0.048,1.412,1
1.772,0.504,0
-0.284,0.22,0
0.416,-0.624,0
0.108,-0.992,0
-0.268,-0.072,1
-1.42,-0.496,0
-0.956,1.248,1
0.128,-0.988,0
-1.196,1.864,0
-1.024,0.7,1
-1.216,-1.796,1
-1.3,-1.668,1
-0.196,-0.24,1
1.376,1.42,1
1.984,1.324,1
0.14,0.816,1
-0.732,0.656,0
0.744,-0.596,0
1.98,-0.416,1
-1.252,-1.416,1
0.684,-1.064,1
-1.396,1.46,0
-1.48,-1.584,1
-1.136,-0.3,0
-0.516,1.38,1
-0.508,1.9,1
-0.5,1.588,1
1.54,0.16,0
0.46,0.292,1
0.732,-0.024,0
-0.764,-1.376,0
1.164,0.764,0
0.524,-1.728,1
0.844,-1.748,1
-1.052,-0.736,0
0.56,1.824,0
0.692,-0.536,0
0.548,1.912,0
-0.904,-0.604,1
-0.192,-1.252,0
-0.324,-1.668,0
0.772,-0.944,0
-0.792,0.26,0
-0.864,0.6,0
0.74,1.96,0
-1.952,1.388,0
1.0,1.96,1
1.104,0.148,0
1.588,-1.816,0
0.52,1.932,0
1.72,1.428,1
-0.212,1.696,1
0.36,1.976,0
-1.16,1.816,0
-1.66,-0.9,0
-1.292,-0.9,0
0.86,-0.228,0
1.304,-0.216,1
1.12,1.044,1
0.276,0.092,1
-1.676,-0.94,0
-1.672,1.964,0
-1.428,1.344,0
0.732,-0.392,0
-0.664,0.496,0
0.232,-1.748,1
-0.06,-0.584,1
-0.192,1.416,1
0.84,-1.64,1
1.092,-1.52,0
1.912,1.072,1
0.1,-1.888,1
0.104,0.984,1
1.236,-0.688,1
-1.736,1.072,0
-0.54,-0.6,1
-0.7,0.192,0
0.0,-0.848,0
1.564,-0.336,1
0.82,1.92,0
-1.196,-0.388,0
1.648,0.224,0
-0.868,-1.328,0
-0.164,-1.516,0
-0.312,0.04,0
0.424,0.028,1
-1.736,1.58,0
-0.592,-0.124,1
1.416,0.508,0
-1.308,1.456,0
0.884,-1.68,1
1.932,-1.82,0
1.112,1.848,1
0.484,-1.756,1
0.696,-1.528,1
-0.036,1.208,1
0.024,-1.184,1
1.46,-0.988,1
0.368,1.724,0
-0.696,-1.036,0
1.696,-1.492,0
1.784,-1.14,0
0.58,-0.9,0
-0.488,1.74,1
-0.496,-0.324,1
0.248,1.032,0
-1.952,0.612,1
-1.06,-0.804,0
0.924,1.04,0
1.06,0.004,0
